N° PALLET,CODIGO ,Categoria,CANTIDAD,FECHA INGRESO,ORIGEN,CHOFER,VIAJE N°,ESTADO,COMPROBANTE,Costo unitario Reposicion sin IVA,Costo Total Reposicion sin IVA,PVP Unitario,PVP Total,M3,M3 X SKU
2158,SKU00319,Picadoras de Carne,48,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$36,091.14","$1,732,374.81","$89,999.00","$4,319,952.00",0.020967375,1.006434
2159,SKU00497,Microondas,30,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$101,445.49","$3,043,364.84",$0.00,$0.00,0.05231952,1.5695856
2160,SKU00319,Picadoras de Carne,48,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$36,091.14","$1,732,374.81","$89,999.00","$4,319,952.00",0.020967375,1.006434
2161,SKU00596,Audio Car,80,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$15,662.96","$1,253,036.90","$37,999.00","$3,039,920.00",0.000972,0.07776
2162,SKU00597,Animales y Mascotas,200,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$2,164.01","$432,802.31","$21,849.00","$4,369,800.00",0.000987,0.1974
2163,SKU00598,Auriculares,400,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$6,729.41","$2,691,763.67","$22,799.00","$9,119,600.00",0.0004455,0.1782
2164,SKU00599,Accesorios para Notebooks,160,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$6,214.54","$994,325.73","$24,999.00","$3,999,840.00",0.0009295,0.14872
2165,SKU00304,Alarmas y Sensores,600,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$1,886.69","$1,132,015.58","$23,049.00","$13,829,400.00",0.000050625,0.030375
2166,SKU00600,Handies y Radiofrecuencia,20,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$14,598.58","$291,971.52","$38,999.00","$779,980.00",0.00198,0.0396
2167,SKU00582,Recipientes Térmicos,324,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$11,687.95","$3,786,894.29","$34,999.00","$11,339,676.00",0.00325,1.053
2168,SKU00013,Pequeños Electrodomésticos,60,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$71,332.64","$4,279,958.65","$149,999.00","$8,999,940.00",0.025431405,1.5258843
2169,SKU00497,Microondas,30,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$101,445.49","$3,043,364.84",$0.00,$0.00,0.05231952,1.5695856
2170,SKU00496,Microondas,16,23/03/2024,ENVIO PACK,ERNESTO CABRERA,226,RETIRADO,6727369,"$160,911.61","$2,574,585.80",$0.00,$0.00,0.07563339,1.21013424
2171,SKU00601,Fitness y Musculación,50,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$14,983.03","$749,151.28","$42,999.00","$2,149,950.00",0.008079552,0.4039776
2172,SKU00601,Fitness y Musculación,100,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$14,983.03","$1,498,302.56","$42,999.00","$4,299,900.00",0.008079552,0.8079552
2173,SKU00601,Fitness y Musculación,100,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$14,983.03","$1,498,302.56","$42,999.00","$4,299,900.00",0.008079552,0.8079552
2174,SKU00601,Fitness y Musculación,100,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$14,983.03","$1,498,302.56","$42,999.00","$4,299,900.00",0.008079552,0.8079552
2175,SKU00602,Fitness y Musculación,60,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$8,049.07","$482,943.90","$15,549.00","$932,940.00",0.008262,0.49572
2176,SKU00501,Impresoras,288,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$17,697.41","$5,096,853.40","$59,949.00","$17,265,312.00",0.004708125,1.35594
2177,SKU00493,Microondas,12,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$140,770.44","$1,689,245.33",$0.00,$0.00,0.075635625,0.9076275
2178,SKU00493,Microondas,12,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$140,770.44","$1,689,245.33",$0.00,$0.00,0.075635625,0.9076275
2179,SKU00493,Microondas,18,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$140,770.44","$2,533,868.00",$0.00,$0.00,0.075635625,1.36144125
2180,SKU00493,Microondas,8,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$140,770.44","$1,126,163.56",$0.00,$0.00,0.075635625,0.605085
2181,SKU00493,Microondas,13,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$140,770.44","$1,830,015.78",$0.00,$0.00,0.075635625,0.983263125
2182,SKU00493,Microondas,12,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$140,770.44","$1,689,245.33",$0.00,$0.00,0.075635625,0.9076275
2183,SKU00603,Microondas,9,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$179,118.87","$1,612,069.83",$0.00,$0.00,0.089561457,0.806053113
2184,SKU00603,Microondas,12,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$179,118.87","$2,149,426.44",$0.00,$0.00,0.089561457,1.074737484
2185,SKU00603,Microondas,8,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$179,118.87","$1,432,950.96",$0.00,$0.00,0.089561457,0.716491656
2186,SKU00603,Microondas,9,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$179,118.87","$1,612,069.83",$0.00,$0.00,0.089561457,0.806053113
2187,SKU00603,Microondas,12,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$179,118.87","$2,149,426.44",$0.00,$0.00,0.089561457,1.074737484
2188,SKU00494,Microondas,30,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$103,303.57","$3,099,107.22",$0.00,$0.00,0.053447,1.60341
2189,SKU00494,Microondas,7,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$103,303.57","$723,125.02",$0.00,$0.00,0.053447,0.374129
2190,SKU00495,Microondas,30,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$130,591.59","$3,917,747.64",$0.00,$0.00,0.053067,1.59201
2191,SKU00495,Microondas,10,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$130,591.59","$1,305,915.88",$0.00,$0.00,0.053067,0.53067
2192,SKU00495,Microondas,30,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$130,591.59","$3,917,747.64",$0.00,$0.00,0.053067,1.59201
2193,SKU00415,Microondas,10,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$120,177.28","$1,201,772.79",$0.00,$0.00,0.049368,0.49368
2194,SKU00415,Microondas,10,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$120,177.28","$1,201,772.79",$0.00,$0.00,0.049368,0.49368
2195,SKU00496,Microondas,16,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$160,911.61","$2,574,585.80",$0.00,$0.00,0.07563339,1.21013424
2196,SKU00496,Microondas,16,23/03/2024,ENVIO PACK,EZEQUIEL BARGAS,227,RETIRADO,6727944,"$160,911.61","$2,574,585.80",$0.00,$0.00,0.07563339,1.21013424
2197,SKU00319,Picadoras de Carne,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$36,091.14","$1,732,374.81","$89,999.00","$4,319,952.00",0.020967375,1.006434
2198,SKU00604,Televisores,9,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$240,495.87","$2,164,462.83",$0.00,$0.00,0.10368,0.93312
2199,SKU00604,Televisores,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$240,495.87","$2,404,958.70",$0.00,$0.00,0.10368,1.0368
2200,SKU00604,Televisores,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$240,495.87","$2,404,958.70",$0.00,$0.00,0.10368,1.0368
2201,SKU00604,Televisores,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$240,495.87","$2,404,958.70",$0.00,$0.00,0.10368,1.0368
2202,SKU00604,Televisores,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$240,495.87","$2,404,958.70",$0.00,$0.00,0.10368,1.0368
2203,SKU00604,Televisores,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$240,495.87","$2,404,958.70",$0.00,$0.00,0.10368,1.0368
2204,SKU00604,Televisores,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$240,495.87","$2,404,958.70",$0.00,$0.00,0.10368,1.0368
2205,SKU00604,Televisores,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$240,495.87","$2,404,958.70",$0.00,$0.00,0.10368,1.0368
2206,SKU00605,Televisores,5,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$464,924.51","$2,324,622.54",$0.00,$0.00,0.20598132,1.0299066
2207,SKU00605,Televisores,5,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$464,924.51","$2,324,622.54",$0.00,$0.00,0.20598132,1.0299066
2208,SKU00605,Televisores,6,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$464,924.51","$2,789,547.04",$0.00,$0.00,0.20598132,1.23588792
2209,SKU00605,Televisores,6,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$464,924.51","$2,789,547.04",$0.00,$0.00,0.20598132,1.23588792
2210,SKU00526,Masajeadores,24,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$64,452.38","$1,546,857.04","$99,749.00","$2,393,976.00",0.04116,0.98784
2211,SKU00526,Masajeadores,24,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$64,452.38","$1,546,857.04","$99,749.00","$2,393,976.00",0.04116,0.98784
2212,SKU00481,Mochilas,200,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$17,439.09","$3,487,818.40","$55,199.00","$11,039,800.00",0.009,1.8
2213,SKU00323,Fitness y Musculación,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$181,184.79","$1,811,847.93","$371,549.00","$3,715,490.00",0.176364,1.76364
2214,SKU00323,Fitness y Musculación,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$181,184.79","$1,811,847.93","$371,549.00","$3,715,490.00",0.176364,1.76364
2215,SKU00447,Maquillaje y Cosmética,80,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$18,567.80","$1,485,424.14","$79,199.00","$6,335,920.00",0.01392,1.1136
2216,SKU00447,Maquillaje y Cosmética,80,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$18,567.80","$1,485,424.14","$79,199.00","$6,335,920.00",0.01392,1.1136
2217,SKU00319,Picadoras de Carne,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$36,091.14","$1,732,374.81","$89,999.00","$4,319,952.00",0.020967375,1.006434
2218,SKU00319,Picadoras de Carne,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$36,091.14","$1,732,374.81","$89,999.00","$4,319,952.00",0.020967375,1.006434
2219,SKU00319,Picadoras de Carne,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$36,091.14","$1,732,374.81","$89,999.00","$4,319,952.00",0.020967375,1.006434
2220,SKU00319,Picadoras de Carne,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$36,091.14","$1,732,374.81","$89,999.00","$4,319,952.00",0.020967375,1.006434
2221,SKU00306,Batidoras,24,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$133,997.51","$3,215,940.18","$319,999.00","$7,679,976.00",0.0564,1.3536
2222,SKU00170,Muebles de Guardado,154,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$12,001.67","$1,848,256.80","$79,199.00","$12,196,646.00",0.009576,1.474704
2223,SKU00170,Muebles de Guardado,112,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$12,001.67","$1,344,186.77","$79,199.00","$8,870,288.00",0.009576,1.072512
2224,SKU00265,Manicuría y Pedicuría,160,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,228,RETIRADO,6743849,"$20,653.23","$3,304,516.21","$39,999.00","$6,399,840.00",0.006585875,1.05374
2225,SKU00606,Control de Plagas,105,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$17,836.26","$1,872,807.34","$48,999.00","$5,144,895.00",0.005488,0.57624
2226,SKU00265,Manicuría y Pedicuría,160,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$20,653.23","$3,304,516.21","$39,999.00","$6,399,840.00",0.006585875,1.05374
2227,SKU00039,Freidoras,15,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$709,988.36","$179,999.00","$2,699,985.00",0.03584,0.5376
2228,SKU00039,Freidoras,27,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$1,277,979.04","$179,999.00","$4,859,973.00",0.03584,0.96768
2229,SKU00039,Freidoras,27,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$1,277,979.04","$179,999.00","$4,859,973.00",0.03584,0.96768
2230,SKU00039,Freidoras,27,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$1,277,979.04","$179,999.00","$4,859,973.00",0.03584,0.96768
2231,SKU00039,Freidoras,27,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$1,277,979.04","$179,999.00","$4,859,973.00",0.03584,0.96768
2232,SKU00039,Freidoras,27,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$1,277,979.04","$179,999.00","$4,859,973.00",0.03584,0.96768
2233,SKU00039,Freidoras,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
2234,SKU00039,Freidoras,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
2235,SKU00607,Timbres y Porteros,150,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$61,419.49","$9,212,924.13","$268,899.00","$40,334,850.00",0.0044935,0.674025
2236,SKU00608,Muebles de Guardado,112,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$11,968.52","$1,340,474.78","$66,499.00","$7,447,888.00",0.010614825,1.1888604
2237,SKU00101,Freidoras,80,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$33,347.98","$2,667,838.22","$129,999.00","$10,399,920.00",0.022308,1.78464
2238,SKU00101,Freidoras,80,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$33,347.98","$2,667,838.22","$129,999.00","$10,399,920.00",0.022308,1.78464
2239,SKU00039,Freidoras,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
2240,SKU00039,Freidoras,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
2241,SKU00039,Freidoras,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
2242,SKU00039,Freidoras,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
2243,SKU00039,Freidoras,48,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
2244,SKU00609,Accesorios de Computacion,10,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$329,784.98","$3,297,849.78","$549,999.00","$5,499,990.00",0.0158355,0.158355
2245,SKU00610,Accesorios de Computacion,20,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$33,984.29","$679,685.71","$78,999.00","$1,579,980.00",0.0046322,0.092644
2246,SKU00611,Accesorios de Computacion,20,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$45,672.47","$913,449.42","$97,999.00","$1,959,980.00",0.00324,0.0648
2247,SKU00612,Accesorios para Herramientas,96,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$6,577.26","$631,416.57","$23,999.00","$2,303,904.00",0.00224,0.21504
2248,SKU00613,Reparación de Celulares,20,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$7,032.31","$140,646.20","$16,899.00","$337,980.00",0.0020475,0.04095
2249,SKU00614,Camping,50,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$3,187.35","$159,367.66","$31,799.00","$1,589,950.00",0.003224,0.1612
2250,SKU00615,Cuidado de la Salud,40,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$32,158.97","$1,286,358.65","$89,999.00","$3,599,960.00",0.002419032,0.09676128
2251,SKU00216,Mochilas,180,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$20,825.67","$3,748,621.39","$58,799.00","$10,583,820.00",0.00893,1.6074
2252,SKU00616,Ortopedia,50,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$2,802.81","$140,140.32","$10,999.00","$549,950.00",0.01037575,0.5187875
2253,SKU00617,Sets de Herramientas,78,26/03/2024,ENVIO PACK,EZEQUIEL BARGAS,229,RETIRADO,6743862,"$23,227.14","$1,811,716.67","$49,999.00","$3,899,922.00",0.01328275,1.0360545
2254,SKU00618,Cuidado de la Salud,20,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$36,623.13","$732,462.56","$69,999.00","$1,399,980.00",0.002170628,0.04341256
2255,SKU00619,Cuidado de la Salud,10,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$36,623.13","$366,231.28","$69,999.00","$699,990.00",0.002170628,0.02170628
2256,SKU00620,Freidoras,18,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$134,481.29","$2,420,663.20","$359,999.00","$6,479,982.00",0.075504,1.359072
2257,SKU00620,Freidoras,18,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$134,481.29","$2,420,663.20","$359,999.00","$6,479,982.00",0.075504,1.359072
2258,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2259,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2260,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2261,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2262,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2263,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2264,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2265,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2266,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2267,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2268,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2269,SKU00426,Microondas,24,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$104,537.78","$2,508,906.71",$0.00,$0.00,0.053067,1.273608
2270,SKU00449,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2271,SKU00449,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2272,SKU00449,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2273,SKU00449,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2274,SKU00449,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2275,SKU00450,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2276,SKU00450,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2277,SKU00450,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2278,SKU00450,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2279,SKU00450,Bicicleta,4,27/03/2024,ENVIO PACK,EZEQUIEL BARGAS,230,RETIRADO,6747793,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2280,SKU00451,Bicicleta,2,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$424,620.78","$237,499.00","$474,998.00",0.22484,0.44968
2281,SKU00451,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2282,SKU00451,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2283,SKU00451,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2284,SKU00451,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2285,SKU00451,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2286,SKU00465,Bicicleta,3,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$636,931.17","$237,499.00","$712,497.00",0.22484,0.67452
2287,SKU00465,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2288,SKU00450,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2289,SKU00465,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2290,SKU00465,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2291,SKU00465,Bicicleta,4,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$212,310.39","$849,241.55","$237,499.00","$949,996.00",0.22484,0.89936
2292,SKU00621,Herrajes de Seguridad,10,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$217,115.38","$2,171,153.82","$419,999.00","$4,199,990.00",0.49932,4.9932
2293,SKU00622,Instrumentos de Cuerdas,30,28/03/2024,ENVIO PACK,EZEQUIEL BARGAS,231,RETIRADO,6754224,"$39,703.54","$1,191,106.13","$58,999.00","$1,769,970.00",0.043,1.29
