N° PALLET,CODIGO ,Categoria,CANTIDAD,FECHA INGRESO,ORIGEN,CHOFER,VIAJE N°,ESTADO,COMPROBANTE,Costo unitario Reposicion sin IVA,Costo Total Reposicion sin IVA,PVP Unitario,PVP Total,M3,M3 X SKU
1,SKU00001,Cámaras de Seguridad,108,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$87,321.12","$9,430,681.29","$299,999.00","$32,399,892.00",0.0154,1.6632
2,SKU00001,Cámaras de Seguridad,108,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$87,321.12","$9,430,681.29","$299,999.00","$32,399,892.00",0.0154,1.6632
3,SKU00002,"Gazebos, Pérgolas y Sombrillas",20,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$146,902.29","$2,938,045.76","$276,149.00","$5,522,980.00",0.0853125,1.70625
4,SKU00002,"Gazebos, Pérgolas y Sombrillas",20,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$146,902.29","$2,938,045.76","$276,149.00","$5,522,980.00",0.0853125,1.70625
5,SKU00002,"Gazebos, Pérgolas y Sombrillas",20,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$146,902.29","$2,938,045.76","$276,149.00","$5,522,980.00",0.0853125,1.70625
6,SKU00003,Sets de Herramientas,300,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$1,783.30","$534,990.91","$8,249.00","$2,474,700.00",0.001056,0.3168
7,SKU00004,Handies y Radiofrecuencia,600,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$6,015.06","$3,609,033.41","$17,999.00","$10,799,400.00",0.0024255,1.4553
8,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
9,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
10,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
11,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
12,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
13,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
14,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
15,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
16,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
17,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
18,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
19,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
20,SKU00005,Ionizadores,80,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
21,SKU00006,Notebooks,72,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$936,568.80","$67,432,953.42","$1,289,999.00","$92,879,928.00",0.01383375,0.99603
22,SKU00006,Notebooks,72,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$936,568.80","$67,432,953.42","$1,289,999.00","$92,879,928.00",0.01383375,0.99603
23,SKU00006,Notebooks,72,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$936,568.80","$67,432,953.42","$1,289,999.00","$92,879,928.00",0.01383375,0.99603
24,SKU00006,Notebooks,82,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$936,568.80","$76,798,641.40","$1,289,999.00","$105,779,918.00",0.01383375,1.1343675
25,SKU00006,Notebooks,72,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$936,568.80","$67,432,953.42","$1,289,999.00","$92,879,928.00",0.01383375,0.99603
26,SKU00006,Notebooks,89,2/01/2024,ENVIO PACK,FONZI SEBASTIAN,148,RETIRADO,6261221,"$936,568.80","$83,354,622.98","$1,289,999.00","$114,809,911.00",0.01383375,1.23120375
27,SKU00007,Pequeños Electrodomésticos,96,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$20,528.44","$1,970,730.09","$64,999.00","$6,239,904.00",0.009029875,0.866868
28,SKU00007,Pequeños Electrodomésticos,96,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$20,528.44","$1,970,730.09","$64,999.00","$6,239,904.00",0.009029875,0.866868
29,SKU00007,Pequeños Electrodomésticos,138,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$20,528.44","$2,832,924.51","$64,999.00","$8,969,862.00",0.009029875,1.24612275
30,SKU00008,Smartwatch,200,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$23,934.09","$4,786,818.83","$93,349.00","$18,669,800.00",0.0004845,0.0969
31,SKU00009,Sets de Herramientas,160,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$20,128.59","$3,220,574.16","$72,999.00","$11,679,840.00",0.0037968,0.607488
32,SKU00009,Sets de Herramientas,40,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$20,128.59","$805,143.54","$72,999.00","$2,919,960.00",0.0037968,0.151872
33,SKU00010,Cámaras de Seguridad,72,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$126,309.86","$9,094,310.12","$219,999.00","$15,839,928.00",0.0154,1.1088
34,SKU00011,Masajeadores,100,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$19,641.66","$1,964,166.02","$44,999.00","$4,499,900.00",0.013684125,1.3684125
35,SKU00012,Manicuría y Pedicuría,1000,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$3,105.63","$3,105,632.81","$6,449.00","$6,449,000.00",0.0008,0.8
36,SKU00013,Pequeños Electrodomésticos,60,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$71,332.64","$4,279,958.65","$149,999.00","$8,999,940.00",0.025431405,1.5258843
37,SKU00013,Pequeños Electrodomésticos,60,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$71,332.64","$4,279,958.65","$149,999.00","$8,999,940.00",0.025431405,1.5258843
38,SKU00014,Manicuría y Pedicuría,360,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$9,527.07","$3,429,745.47","$22,749.00","$8,189,640.00",0.005594175,2.013903
39,SKU00014,Manicuría y Pedicuría,288,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$9,527.07","$2,743,796.38","$22,749.00","$6,551,712.00",0.005594175,1.6111224
40,SKU00015,Cultivo Cannabis,24,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$90,041.03","$2,160,984.60","$219,999.00","$5,279,976.00",0.048002625,1.152063
41,SKU00016,Mochilas,500,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$15,057.16","$7,528,581.92","$36,449.00","$18,224,500.00",0.004836,2.418
42,SKU00017,Juegos de Mesa y Cartas,105,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$32,380.77","$3,399,981.19","$53,999.00","$5,669,895.00",0.007488,0.78624
43,SKU00018,Fijación y Extracción,20,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$14,001.39","$280,027.83","$40,499.00","$809,980.00",0.003483,0.06966
44,SKU00019,Cables de Audio y Video,100,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$1,982.62","$198,262.03","$5,499.00","$549,900.00",0.004,0.4
45,SKU00020,Cultivo Cannabis,20,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$57,527.24","$1,150,544.84","$104,999.00","$2,099,980.00",0.030375,0.6075
46,SKU00021,Cocinas,6,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$168,539.69","$1,011,238.12",$0.00,$0.00,0.281385,1.68831
47,SKU00022,Cables de Audio y Video,500,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$5,279.47","$2,639,737.23","$14,999.00","$7,499,500.00",0.0007225,0.36125
48,SKU00023,Cultivo Cannabis,28,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$94,232.14","$2,638,499.89","$189,999.00","$5,319,972.00",0.0380562,1.0655736
49,SKU00024,Cultivo Cannabis,55,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$50,240.38","$2,763,220.63","$89,999.00","$4,949,945.00",0.02589795,1.42438725
50,SKU00025,Cocinas,6,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$168,539.69","$1,011,238.12",$0.00,$0.00,0.281385,1.68831
51,SKU00025,Cocinas,8,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$168,539.69","$1,348,317.49",$0.00,$0.00,0.281385,2.25108
52,SKU00021,Cocinas,8,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$168,539.69","$1,348,317.49",$0.00,$0.00,0.281385,2.25108
53,SKU00021,Cocinas,8,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$168,539.69","$1,348,317.49",$0.00,$0.00,0.281385,2.25108
54,SKU00015,Cultivo Cannabis,24,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$90,041.03","$2,160,984.60","$219,999.00","$5,279,976.00",0.048002625,1.152063
55,SKU00026,Conectividad y Redes,300,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,$606.11,"$181,832.52","$3,749.00","$1,124,700.00",0.00004425,0.013275
56,SKU00027,Accesorios para Notebooks,200,2/01/2024,ENVIO PACK,EDUARDO NETO,149,RETIRADO,6262136,"$5,123.46","$1,024,691.33","$17,499.00","$3,499,800.00",0.000468,0.0936
57,SKU00001,Cámaras de Seguridad,108,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$87,321.12","$9,430,681.29","$299,999.00","$32,399,892.00",0.0154,1.6632
58,SKU00001,Cámaras de Seguridad,108,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$87,321.12","$9,430,681.29","$299,999.00","$32,399,892.00",0.0154,1.6632
59,SKU00001,Cámaras de Seguridad,108,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$87,321.12","$9,430,681.29","$299,999.00","$32,399,892.00",0.0154,1.6632
60,SKU00001,Cámaras de Seguridad,108,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$87,321.12","$9,430,681.29","$299,999.00","$32,399,892.00",0.0154,1.6632
61,SKU00001,Cámaras de Seguridad,78,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$87,321.12","$6,811,047.60","$299,999.00","$23,399,922.00",0.0154,1.2012
62,SKU00028,Ionizadores,180,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$29,604.85","$5,328,873.79","$59,999.00","$10,799,820.00",0.0089056,1.603008
63,SKU00028,Ionizadores,180,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$29,604.85","$5,328,873.79","$59,999.00","$10,799,820.00",0.0089056,1.603008
64,SKU00028,Ionizadores,120,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$29,604.85","$3,552,582.53","$59,999.00","$7,199,880.00",0.0089056,1.068672
65,SKU00028,Ionizadores,180,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$29,604.85","$5,328,873.79","$59,999.00","$10,799,820.00",0.0089056,1.603008
66,SKU00028,Ionizadores,180,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$29,604.85","$5,328,873.79","$59,999.00","$10,799,820.00",0.0089056,1.603008
67,SKU00029,Smartwatch,200,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$21,233.46","$4,246,692.36","$105,999.00","$21,199,800.00",0.0004845,0.0969
68,SKU00030,Accesorios de Computacion,180,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$23,804.49","$4,284,807.53","$97,999.00","$17,639,820.00",0.00577125,1.038825
69,SKU00031,Proyectores,80,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$163,061.71","$13,044,937.19","$349,999.00","$27,999,920.00",0.013815648,1.10525184
70,SKU00031,Proyectores,45,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$163,061.71","$7,337,777.17","$349,999.00","$15,749,955.00",0.013815648,0.62170416
71,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
72,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
73,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
74,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
75,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
76,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
77,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
78,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
79,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
80,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
81,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
82,SKU00032,Mesas y Sets de Muebles,3,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$414,755.90","$1,244,267.69","$717,399.00","$2,152,197.00",0.47702,1.43106
83,SKU00033,Cámaras de Seguridad,108,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$150,141.45","$16,215,276.93","$350,000.00","$37,800,000.00",0.0154,1.6632
84,SKU00034,Aspiradoras Robot,24,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$129,257.36","$3,102,176.76","$387,599.00","$9,302,376.00",0.034354125,0.824499
85,SKU00035,Masajeadores,18,2/01/2024,ENVIO PACK,GERARDO LOPEZ,150,RETIRADO,6262211,"$83,151.03","$1,496,718.55","$179,999.00","$3,239,982.00",0.0745875,1.342575
86,SKU00036,Baños y Sanitarios,600,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$2,539.06","$1,523,433.11","$28,999.00","$17,399,400.00",0.00132,0.792
87,SKU00037,Freidoras,48,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$37,920.90","$1,820,203.25","$109,999.00","$5,279,952.00",0.027753,1.332144
88,SKU00038,Deshidratores de Alimentos,24,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$110,481.33","$2,651,551.84","$340,000.00","$8,160,000.00",0.0893025,2.14326
89,SKU00039,Freidoras,48,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
90,SKU00039,Freidoras,48,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
91,SKU00037,Freidoras,48,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$37,920.90","$1,820,203.25","$109,999.00","$5,279,952.00",0.027753,1.332144
92,SKU00040,Cámaras de Seguridad,300,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$20,913.66","$6,274,098.18","$50,099.00","$15,029,700.00",0.003442725,1.0328175
93,SKU00041,"Hornos, Parrillas y Accesorios",20,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$113,671.18","$2,273,423.67","$104,999.00","$2,099,980.00",0.087381,1.74762
94,SKU00042,Peluquería y Barbería,468,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$12,180.36","$5,700,407.69","$59,999.00","$28,079,532.00",0.00418,1.95624
95,SKU00039,Freidoras,48,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$47,332.56","$2,271,962.74","$179,999.00","$8,639,952.00",0.03584,1.72032
96,SKU00043,Termotanques,5,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$200,056.82","$1,000,284.08",$0.00,$0.00,0.216675,1.083375
97,SKU00043,Termotanques,5,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$200,056.82","$1,000,284.08",$0.00,$0.00,0.216675,1.083375
98,SKU00041,"Hornos, Parrillas y Accesorios",20,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$113,671.18","$2,273,423.67","$104,999.00","$2,099,980.00",0.087381,1.74762
99,SKU00044,Termotanques,5,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$164,278.04","$821,390.21",$0.00,$0.00,0.3575,1.7875
100,SKU00041,"Hornos, Parrillas y Accesorios",20,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$113,671.18","$2,273,423.67","$104,999.00","$2,099,980.00",0.087381,1.74762
101,SKU00041,"Hornos, Parrillas y Accesorios",20,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$113,671.18","$2,273,423.67","$104,999.00","$2,099,980.00",0.087381,1.74762
102,SKU00045,Masajeadores,300,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$1,873.61","$562,083.29","$4,049.00","$1,214,700.00",0.010135125,3.0405375
103,SKU00046,Termotanques,10,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$144,848.30","$1,448,483.03",$0.00,$0.00,0.264,2.64
104,SKU00044,Termotanques,5,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$164,278.04","$821,390.21",$0.00,$0.00,0.3575,1.7875
105,SKU00047,Termotanques,15,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$128,124.83","$1,921,872.39",$0.00,$0.00,0.160875,2.413125
106,SKU00046,Termotanques,10,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$144,848.30","$1,448,483.03",$0.00,$0.00,0.264,2.64
107,SKU00047,Termotanques,15,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$128,124.83","$1,921,872.39",$0.00,$0.00,0.160875,2.413125
108,SKU00048,Cocinas,8,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$168,539.69","$1,348,317.49",$0.00,$0.00,0.28562625,2.28501
109,SKU00049,Termotanques,10,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$144,898.40","$1,448,983.96",$0.00,$0.00,0.19845,1.9845
110,SKU00048,Cocinas,4,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$168,539.69","$674,158.75",$0.00,$0.00,0.28562625,1.142505
111,SKU00048,Cocinas,4,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$168,539.69","$674,158.75",$0.00,$0.00,0.28562625,1.142505
112,SKU00048,Cocinas,4,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$168,539.69","$674,158.75",$0.00,$0.00,0.28562625,1.142505
113,SKU00048,Cocinas,1,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$168,539.69","$168,539.69",$0.00,$0.00,0.28562625,0.28562625
114,SKU00049,Termotanques,10,3/01/2024,ENVIO PACK,FONZI SEBASTIAN,151,RETIRADO,6268466,"$144,898.40","$1,448,983.96",$0.00,$0.00,0.19845,1.9845
115,SKU00050,Peluquería y Barbería,500,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$9,361.30","$4,680,648.63","$26,999.00","$13,499,500.00",0.00052731,0.263655
116,SKU00051,0,500,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,$0.00,$0.00,$0.00,$0.00,#N/A,#N/A
117,SKU00052,Organización para el Hogar,150,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$14,449.65","$2,167,447.18","$65,282.00","$9,792,300.00",0.01344,2.016
118,SKU00052,Organización para el Hogar,150,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$14,449.65","$2,167,447.18","$65,282.00","$9,792,300.00",0.01344,2.016
119,SKU00053,Comercial y Oficina,180,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$6,466.03","$1,163,886.17","$16,548.00","$2,978,640.00",0.00556625,1.001925
120,SKU00054,Fitness y Musculación,600,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$3,111.83","$1,867,099.69","$14,749.00","$8,849,400.00",0.00072,0.432
121,SKU00040,Cámaras de Seguridad,300,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$20,913.66","$6,274,098.18","$50,099.00","$15,029,700.00",0.003442725,1.0328175
122,SKU00007,Pequeños Electrodomésticos,96,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$20,528.44","$1,970,730.09","$64,999.00","$6,239,904.00",0.009029875,0.866868
123,SKU00055,Utensilios de Preparación,500,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$3,583.13","$1,791,562.70","$13,999.00","$6,999,500.00",0.00047775,0.238875
124,SKU00005,Ionizadores,100,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$32,236.75","$3,223,674.99","$69,999.00","$6,999,900.00",0.013299,1.3299
125,SKU00028,Ionizadores,180,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$29,604.85","$5,328,873.79","$59,999.00","$10,799,820.00",0.0089056,1.603008
126,SKU00005,Ionizadores,80,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$32,236.75","$2,578,939.99","$69,999.00","$5,599,920.00",0.013299,1.06392
127,SKU00056,Ventilacion ,6,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$74,483.97","$446,903.80",$0.00,$0.00,0.1161,0.6966
128,SKU00056,Ventilacion ,6,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$74,483.97","$446,903.80",$0.00,$0.00,0.1161,0.6966
129,SKU00056,Ventilacion ,6,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$74,483.97","$446,903.80",$0.00,$0.00,0.1161,0.6966
130,SKU00037,Freidoras,48,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$37,920.90","$1,820,203.25","$109,999.00","$5,279,952.00",0.027753,1.332144
131,SKU00057,Corte y Desbaste,500,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$5,967.87","$2,983,933.39","$12,099.00","$6,049,500.00",0.000616,0.308
132,SKU00058,Animales y Mascotas,150,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$18,680.02","$2,802,003.73","$39,999.00","$5,999,850.00",0.0009882,0.14823
133,SKU00059,Fitness y Musculación,300,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$4,204.65","$1,261,393.65","$17,999.00","$5,399,700.00",0.001188,0.3564
134,SKU00007,Pequeños Electrodomésticos,96,3/01/2024,ENVIO PACK,GERARDO LOPEZ,152,RETIRADO,6268261,"$20,528.44","$1,970,730.09","$64,999.00","$6,239,904.00",0.009029875,0.866868
